"Date","Price","Open","High","Low","Vol.","Change %"
"04/29/2024","63,040.0","63,226.0","63,453.0","61,949.0","0.91K","-0.29%"
"04/28/2024","63,226.0","63,574.0","64,470.0","62,924.0","0.37K","-0.55%"
"04/27/2024","63,574.0","63,874.0","64,028.0","62,498.0","1.13K","-0.47%"
"04/26/2024","63,874.0","64,555.0","64,838.0","63,376.0","0.72K","-1.05%"
"04/25/2024","64,555.0","64,345.0","65,348.0","62,846.0","0.93K","0.33%"
"04/24/2024","64,345.0","66,458.0","67,153.0","63,667.0","0.91K","-3.18%"
"04/23/2024","66,458.0","66,894.0","67,234.0","65,904.0","0.51K","-0.65%"
"04/22/2024","66,894.0","64,992.0","67,282.0","64,581.0","1.08K","2.93%"
"04/21/2024","64,992.0","65,045.0","65,744.0","64,310.0","0.49K","-0.08%"
"04/20/2024","65,045.0","63,867.0","65,465.0","63,174.0","0.83K","1.84%"
"04/19/2024","63,867.0","63,529.0","65,487.0","59,698.0","2.28K","0.53%"
"04/18/2024","63,529.0","61,375.0","64,159.0","60,932.0","1.66K","3.51%"
"04/17/2024","61,375.0","63,874.0","64,534.0","59,840.0","2.28K","-3.91%"
"04/16/2024","63,874.0","63,488.0","64,415.0","61,765.0","1.80K","0.61%"
"04/15/2024","63,488.0","65,793.0","66,888.0","62,386.0","2.49K","-3.50%"
"04/14/2024","65,793.0","64,039.0","65,909.0","62,190.0","2.53K","2.74%"
"04/13/2024","64,039.0","67,061.0","67,878.0","61,604.0","4.32K","-4.51%"
"04/12/2024","67,061.0","70,104.0","71,291.0","65,625.0","2.75K","-4.34%"
"04/11/2024","70,104.0","70,688.0","71,352.0","69,650.0","1.41K","-0.83%"
"04/10/2024","70,688.0","69,165.0","71,241.0","67,606.0","2.39K","2.20%"
"04/09/2024","69,164.0","71,675.0","71,751.0","68,253.0","2.83K","-3.50%"
"04/08/2024","71,675.0","69,343.0","72,761.0","69,040.0","3.09K","3.36%"
"04/07/2024","69,343.0","68,880.0","70,222.0","68,821.0","0.55K","0.67%"
"04/06/2024","68,880.0","67,819.0","69,673.0","67,491.0","0.52K","1.56%"
"04/05/2024","67,819.0","68,518.0","68,718.0","65,993.0","1.68K","-1.02%"
"04/04/2024","68,518.0","65,967.0","69,320.0","65,074.0","2.23K","3.87%"
"04/03/2024","65,967.0","65,495.0","66,931.0","64,603.0","1.43K","0.72%"
"04/02/2024","65,495.0","69,691.0","69,691.0","64,667.0","3.47K","-6.02%"
"04/01/2024","69,691.0","71,402.0","71,402.0","68,198.0","2.56K","-2.40%"
"03/31/2024","71,402.0","69,683.0","71,444.0","69,652.0","1.21K","2.47%"
"03/30/2024","69,683.0","69,862.0","70,301.0","69,632.0","0.31K","-0.26%"
"03/29/2024","69,862.0","70,776.0","70,892.0","69,015.0","1.47K","-1.29%"
"03/28/2024","70,776.0","69,467.0","71,557.0","68,932.0","1.57K","1.88%"
"03/27/2024","69,467.0","70,011.0","71,610.0","68,452.0","4.20K","-0.78%"
"03/26/2024","70,011.0","69,824.0","71,402.0","69,347.0","1.87K","0.27%"
"03/25/2024","69,824.0","67,283.0","70,983.0","66,397.0","4.66K","3.78%"
"03/24/2024","67,283.0","64,034.0","67,655.0","63,827.0","2.02K","5.02%"
"03/23/2024","64,069.0","63,828.0","65,969.0","63,059.0","1.31K","0.38%"
"03/22/2024","63,828.0","65,577.0","66,712.0","62,336.0","3.15K","-2.67%"
"03/21/2024","65,577.0","67,912.0","68,229.0","64,639.0","3.36K","-3.44%"
"03/20/2024","67,912.0","62,072.0","68,155.0","60,900.0","4.53K","9.41%"
"03/19/2024","62,072.0","67,606.0","68,136.0","61,689.0","6.98K","-8.19%"
"03/18/2024","67,606.0","68,456.0","68,940.0","66,648.0","2.32K","-1.24%"
"03/17/2024","68,456.0","65,304.0","68,922.0","64,593.0","3.70K","4.83%"
"03/16/2024","65,304.0","69,514.0","70,070.0","65,000.0","3.39K","-5.98%"
"03/15/2024","69,457.0","71,364.0","72,413.0","65,705.0","5.08K","-2.67%"
"03/14/2024","71,364.0","72,985.0","73,666.0","68,602.0","3.48K","-2.21%"
"03/13/2024","72,974.0","71,237.0","73,588.0","71,172.0","3.07K","2.44%"
"03/12/2024","71,237.0","71,937.0","72,760.0","68,429.0","6.89K","-0.97%"
"03/11/2024","71,937.0","68,948.0","72,606.0","67,096.0","7.12K","4.34%"
"03/10/2024","68,948.0","68,205.0","69,850.0","68,048.0","2.93K","1.09%"
"03/09/2024","68,205.0","68,010.0","68,458.0","67,724.0","1.83K","0.27%"
"03/08/2024","68,018.0","66,744.0","69,838.0","66,100.0","4.67K","1.91%"
"03/07/2024","66,744.0","66,073.0","67,953.0","65,641.0","2.19K","1.02%"
"03/06/2024","66,073.0","63,818.0","67,658.0","62,805.0","4.51K","3.53%"
"03/05/2024","63,818.0","68,110.0","68,874.0","59,858.0","9.33K","-6.30%"
"03/04/2024","68,110.0","63,121.0","68,161.0","62,489.0","5.45K","7.90%"
"03/03/2024","63,121.0","61,962.0","63,229.0","61,402.0","1.72K","1.87%"
"03/02/2024","61,962.0","62,346.0","62,406.0","61,584.0","1.37K","-0.62%"
"03/01/2024","62,346.0","61,148.0","63,000.0","60,783.0","2.51K","1.96%"
"02/29/2024","61,148.0","62,380.0","63,566.0","60,385.0","4.10K","-1.97%"
"02/28/2024","62,380.0","56,998.0","63,780.0","56,668.0","6.63K","9.44%"
"02/27/2024","56,998.0","54,417.0","57,487.0","54,388.0","4.50K","4.74%"
"02/26/2024","54,417.0","51,716.0","54,720.0","50,903.0","4.39K","5.22%"
"02/25/2024","51,716.0","51,630.0","51,956.0","51,307.0","1.28K","0.17%"
"02/24/2024","51,630.0","50,734.0","51,724.0","50,590.0","0.98K","1.77%"
"02/23/2024","50,734.0","51,287.0","51,537.0","50,527.0","1.05K","-1.08%"
"02/22/2024","51,287.0","51,856.0","52,042.0","50,903.0","1.87K","-1.10%"
"02/21/2024","51,856.0","52,168.0","52,279.0","50,600.0","2.23K","-0.60%"
"02/20/2024","52,168.0","51,732.0","52,872.0","50,714.0","2.60K","0.84%"
"02/19/2024","51,732.0","52,061.0","52,466.0","51,650.0","1.19K","-0.63%"
"02/18/2024","52,061.0","51,631.0","52,449.0","51,165.0","0.91K","0.83%"
"02/17/2024","51,631.0","52,130.0","52,153.0","50,611.0","1.39K","-0.96%"
"02/16/2024","52,130.0","51,893.0","52,579.0","51,580.0","1.27K","0.46%"
"02/15/2024","51,893.0","51,778.0","52,700.0","51,280.0","2.44K","0.22%"
"02/14/2024","51,778.0","49,777.0","52,005.0","49,319.0","3.07K","4.02%"
"02/13/2024","49,777.0","49,947.0","50,349.0","48,388.0","2.43K","-0.34%"
"02/12/2024","49,947.0","48,321.0","50,283.0","47,699.0","4.36K","3.36%"
"02/11/2024","48,321.0","47,800.0","48,500.0","47,613.0","1.31K","1.09%"
"02/10/2024","47,800.0","47,150.0","48,185.0","46,900.0","0.73K","1.38%"
"02/09/2024","47,150.0","45,279.0","48,182.0","45,247.0","2.80K","4.13%"
"02/08/2024","45,279.0","44,328.0","45,541.0","44,328.0","1.67K","2.15%"
"02/07/2024","44,328.0","43,101.0","44,351.0","42,788.0","1.74K","2.85%"
"02/06/2024","43,101.0","42,707.0","43,375.0","42,574.0","0.71K","0.92%"
"02/05/2024","42,707.0","42,583.0","43,540.0","42,247.0","1.04K","0.29%"
"02/04/2024","42,583.0","43,004.0","43,109.0","42,332.0","0.63K","-0.98%"
"02/03/2024","43,004.0","43,201.0","43,366.0","42,892.0","0.29K","-0.46%"
"02/02/2024","43,201.0","43,088.0","43,477.0","42,560.0","0.78K","0.26%"
"02/01/2024","43,088.0","42,594.0","43,272.0","41,880.0","0.94K","1.16%"
"01/31/2024","42,594.0","42,956.0","43,722.0","42,304.0","1.29K","-0.84%"
"01/30/2024","42,956.0","43,309.0","43,840.0","42,700.0","1.11K","-0.80%"
"01/29/2024","43,301.0","42,047.0","43,301.0","41,833.0","1.16K","2.98%"
"01/28/2024","42,047.0","42,125.0","42,808.0","41,637.0","0.94K","-0.19%"
"01/27/2024","42,125.0","41,821.0","42,204.0","41,405.0","0.47K","0.73%"
"01/26/2024","41,821.0","40,001.0","42,192.0","39,877.0","2.73K","4.55%"
"01/25/2024","40,001.0","40,140.0","40,333.0","39,556.0","2.30K","-0.35%"
"01/24/2024","40,140.0","39,938.0","40,590.0","39,533.0","1.88K","0.51%"
"01/23/2024","39,938.0","39,599.0","40,215.0","38,572.0","2.78K","0.86%"
"01/22/2024","39,599.0","41,679.0","41,775.0","39,461.0","3.15K","-4.99%"
"01/21/2024","41,679.0","41,778.0","41,945.0","41,588.0","1.24K","-0.24%"
"01/20/2024","41,778.0","41,714.0","41,942.0","41,525.0","1.51K","0.14%"
"01/19/2024","41,719.0","41,337.0","42,212.0","40,364.0","1.55K","0.92%"
"01/18/2024","41,337.0","42,778.0","42,932.0","40,704.0","1.38K","-3.37%"
"01/17/2024","42,778.0","43,163.0","43,215.0","42,237.0","0.80K","-0.89%"
"01/16/2024","43,163.0","42,508.0","43,588.0","42,107.0","0.70K","1.54%"
"01/15/2024","42,508.0","41,737.0","43,359.0","41,705.0","0.93K","1.85%"
"01/14/2024","41,737.0","42,847.0","43,075.0","41,719.0","1.10K","-2.59%"
"01/13/2024","42,847.0","42,831.0","43,250.0","42,441.0","1.04K","0.04%"
"01/12/2024","42,831.0","46,377.0","46,508.0","41,574.0","3.78K","-7.65%"
"01/11/2024","46,377.0","46,636.0","48,750.0","45,650.0","5.42K","-0.56%"
"01/10/2024","46,636.0","46,113.0","47,572.0","44,352.0","5.05K","1.13%"
"01/09/2024","46,113.0","46,941.0","47,845.0","45,133.0","3.87K","-1.76%"
"01/08/2024","46,941.0","43,960.0","47,205.0","43,244.0","3.83K","6.78%"
"01/07/2024","43,960.0","44,005.0","44,500.0","43,638.0","0.57K","-0.10%"
"01/06/2024","44,005.0","44,189.0","44,263.0","43,461.0","0.74K","-0.42%"
"01/05/2024","44,189.0","44,221.0","44,415.0","42,746.0","1.89K","-0.07%"
"01/04/2024","44,221.0","42,869.0","44,798.0","42,673.0","1.85K","3.15%"
"01/03/2024","42,869.0","44,991.0","45,559.0","40,499.0","4.19K","-4.72%"
"01/02/2024","44,991.0","44,175.0","45,892.0","44,175.0","3.10K","1.85%"
"01/01/2024","44,175.0","42,323.0","44,190.0","42,232.0","1.16K","4.38%"
"12/31/2023","42,323.0","42,199.0","42,938.0","42,023.0","0.66K","0.29%"
"12/30/2023","42,199.0","42,139.0","42,664.0","41,585.0","0.67K","0.14%"
"12/29/2023","42,139.0","42,617.0","43,168.0","41,433.0","1.64K","-1.12%"
"12/28/2023","42,617.0","43,476.0","43,793.0","42,388.0","1.09K","-1.98%"
"12/27/2023","43,476.0","42,568.0","43,666.0","42,178.0","1.02K","2.13%"
"12/26/2023","42,568.0","43,641.0","43,649.0","41,772.0","1.99K","-2.46%"
"12/25/2023","43,641.0","43,026.0","43,880.0","42,784.0","0.84K","1.43%"
"12/24/2023","43,026.0","43,801.0","43,975.0","42,700.0","0.79K","-1.77%"
"12/23/2023","43,801.0","44,038.0","44,068.0","43,342.0","0.66K","-0.54%"
"12/22/2023","44,038.0","43,890.0","44,444.0","43,480.0","0.99K","0.34%"
"12/21/2023","43,890.0","43,662.0","44,250.0","43,363.0","1.17K","0.52%"
"12/20/2023","43,662.0","42,315.0","44,336.0","42,245.0","2.18K","3.18%"
"12/19/2023","42,315.0","42,672.0","43,429.0","41,850.0","0.96K","-0.84%"
"12/18/2023","42,672.0","41,406.0","42,753.0","40,556.0","1.46K","3.06%"
"12/17/2023","41,406.0","42,328.0","42,442.0","41,304.0","1.11K","-2.18%"
"12/16/2023","42,328.0","41,961.0","42,746.0","41,714.0","0.65K","0.87%"
"12/15/2023","41,961.0","43,064.0","43,106.0","41,742.0","1.01K","-2.56%"
"12/14/2023","43,064.0","42,924.0","43,434.0","41,601.0","1.67K","0.33%"
"12/13/2023","42,924.0","41,501.0","43,424.0","40,682.0","1.45K","3.43%"
"12/12/2023","41,501.0","41,287.0","42,113.0","40,733.0","0.90K","0.52%"
"12/11/2023","41,287.0","43,809.0","43,840.0","40,286.0","3.00K","-5.76%"
"12/10/2023","43,809.0","43,749.0","44,065.0","43,625.0","0.94K","0.14%"
"12/09/2023","43,749.0","44,173.0","44,362.0","43,629.0","1.28K","-0.96%"
"12/08/2023","44,173.0","43,290.0","44,699.0","43,101.0","1.96K","2.04%"
"12/07/2023","43,290.0","43,814.0","44,091.0","42,881.0","2.94K","-1.20%"
"12/06/2023","43,814.0","44,112.0","44,285.0","43,444.0","5.13K","-0.68%"
"12/05/2023","44,112.0","41,942.0","44,420.0","41,317.0","5.33K","5.17%"
"12/04/2023","41,942.0","39,940.0","42,335.0","39,940.0","2.95K","5.01%"
"12/03/2023","39,940.0","39,438.0","40,159.0","39,253.0","1.41K","1.27%"
"12/02/2023","39,438.0","38,676.0","39,678.0","38,634.0","2.86K","1.97%"
"12/01/2023","38,676.0","37,723.0","38,936.0","37,626.0","2.69K","2.53%"
"11/30/2023","37,723.0","37,834.0","38,136.0","37,490.0","0.73K","-0.29%"
"11/29/2023","37,834.0","37,815.0","38,366.0","37,599.0","1.19K","0.05%"
"11/28/2023","37,815.0","37,263.0","38,349.0","36,895.0","1.79K","1.48%"
"11/27/2023","37,263.0","37,443.0","37,547.0","36,735.0","1.74K","-0.48%"
"11/26/2023","37,443.0","37,782.0","37,798.0","37,120.0","1.84K","-0.90%"
"11/25/2023","37,782.0","37,704.0","37,891.0","37,583.0","1.13K","0.21%"
"11/24/2023","37,704.0","37,280.0","38,410.0","37,248.0","3.64K","1.14%"
"11/23/2023","37,280.0","37,407.0","37,645.0","36,898.0","1.30K","-0.34%"
"11/22/2023","37,407.0","35,794.0","37,870.0","35,663.0","2.09K","4.51%"
"11/21/2023","35,794.0","37,451.0","37,638.0","35,791.0","2.68K","-4.42%"
"11/20/2023","37,451.0","37,368.0","37,731.0","36,824.0","1.65K","0.22%"
"11/19/2023","37,368.0","36,581.0","37,509.0","36,410.0","0.52K","2.15%"
"11/18/2023","36,581.0","36,631.0","36,849.0","36,234.0","0.34K","-0.14%"
"11/17/2023","36,631.0","36,161.0","36,730.0","35,886.0","0.88K","1.30%"
"11/16/2023","36,161.0","37,865.0","37,927.0","35,535.0","0.96K","-4.50%"
"11/15/2023","37,865.0","35,542.0","37,949.0","35,374.0","1.99K","6.54%"
"11/14/2023","35,542.0","36,511.0","36,756.0","34,860.0","2.05K","-2.65%"
"11/13/2023","36,511.0","37,042.0","37,410.0","36,390.0","1.23K","-1.43%"
"11/12/2023","37,042.0","37,141.0","37,215.0","36,760.0","0.45K","-0.27%"
"11/11/2023","37,141.0","37,301.0","37,405.0","36,720.0","1.22K","-0.43%"
"11/10/2023","37,301.0","36,699.0","37,500.0","36,369.0","0.95K","1.64%"
"11/09/2023","36,699.0","35,641.0","37,973.0","35,562.0","3.97K","2.97%"
"11/08/2023","35,641.0","35,455.0","36,065.0","35,111.0","0.70K","0.52%"
"11/07/2023","35,455.0","35,053.0","35,930.0","34,578.0","0.97K","1.15%"
"11/06/2023","35,053.0","35,064.0","35,323.0","34,798.0","0.37K","-0.03%"
"11/05/2023","35,064.0","35,100.0","35,399.0","34,532.0","0.61K","-0.10%"
"11/04/2023","35,100.0","34,751.0","35,296.0","34,647.0","0.72K","1.00%"
"11/03/2023","34,751.0","34,944.0","34,954.0","34,154.0","1.51K","-0.55%"
"11/02/2023","34,944.0","35,447.0","35,953.0","34,335.0","2.19K","-1.42%"
"11/01/2023","35,447.0","34,669.0","35,561.0","34,114.0","1.99K","2.24%"
"10/31/2023","34,669.0","34,490.0","34,730.0","34,111.0","1.39K","0.52%"
"10/30/2023","34,490.0","34,552.0","34,876.0","34,117.0","1.36K","-0.18%"
"10/29/2023","34,551.0","34,104.0","34,783.0","33,969.0","1.50K","1.31%"
"10/28/2023","34,104.0","33,942.0","34,494.0","33,906.0","0.75K","0.48%"
"10/27/2023","33,942.0","34,184.0","34,268.0","33,430.0","1.12K","-0.71%"
"10/26/2023","34,184.0","34,504.0","34,843.0","33,770.0","1.01K","-0.93%"
"10/25/2023","34,504.0","33,943.0","35,147.0","33,756.0","2.24K","1.65%"
"10/24/2023","33,943.0","33,069.0","35,175.0","32,852.0","5.30K","2.64%"
"10/23/2023","33,069.0","30,023.0","33,525.0","29,923.0","6.76K","10.15%"
"10/22/2023","30,023.0","29,922.0","30,225.0","29,704.0","0.50K","0.34%"
"10/21/2023","29,922.0","29,689.0","30,343.0","29,478.0","0.79K","0.78%"
"10/20/2023","29,689.0","28,745.0","30,232.0","28,619.0","3.15K","3.28%"
"10/19/2023","28,745.0","28,332.0","28,904.0","28,155.0","1.56K","1.46%"
"10/18/2023","28,332.0","28,410.0","28,978.0","28,171.0","1.02K","-0.27%"
"10/17/2023","28,410.0","28,524.0","28,624.0","28,109.0","0.83K","-0.40%"
"10/16/2023","28,524.0","27,168.0","30,067.0","27,129.0","4.31K","4.99%"
"10/15/2023","27,168.0","26,871.0","27,297.0","26,832.0","0.47K","1.11%"
"10/14/2023","26,871.0","26,875.0","26,995.0","26,830.0","0.36K","-0.01%"
"10/13/2023","26,875.0","26,795.0","27,140.0","26,700.0","0.85K","0.30%"
"10/12/2023","26,795.0","26,894.0","26,964.0","26,580.0","1.44K","-0.37%"
"10/11/2023","26,894.0","27,414.0","27,492.0","26,562.0","1.98K","-1.90%"
"10/10/2023","27,414.0","27,617.0","27,752.0","27,325.0","1.27K","-0.74%"
"10/09/2023","27,617.0","27,929.0","27,987.0","27,331.0","3.07K","-1.12%"
"10/08/2023","27,929.0","27,967.0","28,093.0","27,710.0","0.30K","-0.14%"
"10/07/2023","27,967.0","27,942.0","28,026.0","27,840.0","0.45K","0.09%"
"10/06/2023","27,942.0","27,418.0","28,268.0","27,200.0","1.62K","1.91%"
"10/05/2023","27,418.0","27,805.0","28,118.0","27,370.0","1.44K","-1.39%"
"10/04/2023","27,805.0","27,431.0","27,845.0","27,249.0","0.89K","1.36%"
"10/03/2023","27,431.0","27,526.0","27,700.0","27,211.0","0.77K","-0.35%"
"10/02/2023","27,526.0","28,008.0","28,566.0","27,345.0","2.08K","-1.72%"
"10/01/2023","28,008.0","26,980.0","28,100.0","26,973.0","1.83K","3.81%"
"09/30/2023","26,980.0","26,929.0","27,109.0","26,909.0","0.33K","0.19%"
"09/29/2023","26,929.0","27,046.0","27,263.0","26,745.0","1.06K","-0.43%"
"09/28/2023","27,046.0","26,391.0","27,300.0","26,368.0","1.07K","2.48%"
"09/27/2023","26,391.0","26,244.0","26,872.0","26,147.0","1.91K","0.56%"
"09/26/2023","26,244.0","26,330.0","26,410.0","26,129.0","0.90K","-0.33%"
"09/25/2023","26,330.0","26,299.0","26,465.0","26,045.0","1.17K","0.12%"
"09/24/2023","26,299.0","26,609.0","26,768.0","26,211.0","2.03K","-1.17%"
"09/23/2023","26,609.0","26,606.0","26,662.0","26,555.0","0.88K","0.01%"
"09/22/2023","26,606.0","26,594.0","26,749.0","26,532.0","2.04K","0.05%"
"09/21/2023","26,594.0","27,149.0","27,167.0","26,416.0","1.53K","-2.04%"
"09/20/2023","27,149.0","27,244.0","27,414.0","26,847.0","1.44K","-0.35%"
"09/19/2023","27,244.0","26,788.0","27,506.0","26,700.0","1.60K","1.70%"
"09/18/2023","26,788.0","26,547.0","27,452.0","26,444.0","2.87K","0.91%"
"09/17/2023","26,547.0","26,576.0","26,632.0","26,444.0","0.33K","-0.11%"
"09/16/2023","26,576.0","26,625.0","26,792.0","26,477.0","0.32K","-0.18%"
"09/15/2023","26,625.0","26,544.0","26,862.0","26,255.0","0.90K","0.31%"
"09/14/2023","26,544.0","26,238.0","26,832.0","26,151.0","2.56K","1.17%"
"09/13/2023","26,238.0","25,851.0","26,430.0","25,797.0","0.87K","1.50%"
"09/12/2023","25,851.0","25,183.0","26,566.0","25,152.0","2.49K","2.65%"
"09/11/2023","25,183.0","25,860.0","25,904.0","24,927.0","1.24K","-2.62%"
"09/10/2023","25,860.0","25,910.0","26,009.0","25,638.0","0.50K","-0.19%"
"09/09/2023","25,910.0","25,918.0","25,948.0","25,823.0","0.27K","-0.03%"
"09/08/2023","25,918.0","26,264.0","26,435.0","25,692.0","0.86K","-1.32%"
"09/07/2023","26,264.0","25,783.0","26,444.0","25,645.0","1.21K","1.87%"
"09/06/2023","25,783.0","25,793.0","26,023.0","25,453.0","1.14K","-0.04%"
"09/05/2023","25,793.0","25,823.0","25,886.0","25,602.0","1.02K","-0.12%"
"09/04/2023","25,823.0","25,980.0","26,092.0","25,666.0","0.72K","-0.60%"
"09/03/2023","25,980.0","25,870.0","26,114.0","25,826.0","0.45K","0.43%"
"09/02/2023","25,870.0","25,816.0","25,995.0","25,763.0","1.17K","0.21%"
"09/01/2023","25,816.0","25,967.0","26,164.0","25,354.0","2.05K","-0.58%"
"08/31/2023","25,967.0","27,325.0","27,550.0","25,750.0","3.63K","-4.97%"
"08/30/2023","27,325.0","27,752.0","27,789.0","27,085.0","1.29K","-1.54%"
"08/29/2023","27,752.0","26,147.0","28,097.0","25,954.0","2.68K","6.14%"
"08/28/2023","26,147.0","26,121.0","26,264.0","25,900.0","0.69K","0.10%"
"08/27/2023","26,121.0","26,045.0","26,198.0","25,997.0","0.13K","0.29%"
"08/26/2023","26,045.0","26,079.0","26,142.0","26,019.0","0.21K","-0.13%"
"08/25/2023","26,079.0","26,199.0","26,314.0","25,825.0","1.27K","-0.46%"
"08/24/2023","26,199.0","26,461.0","26,598.0","25,962.0","0.83K","-0.99%"
"08/23/2023","26,461.0","26,057.0","26,834.0","25,840.0","1.19K","1.55%"
"08/22/2023","26,057.0","26,144.0","26,156.0","25,490.0","1.07K","-0.33%"
"08/21/2023","26,144.0","26,215.0","26,255.0","25,850.0","0.90K","-0.27%"
"08/20/2023","26,215.0","26,115.0","26,305.0","26,018.0","0.60K","0.38%"
"08/19/2023","26,115.0","26,066.0","26,279.0","25,812.0","0.33K","0.19%"
"08/18/2023","26,066.0","26,661.0","26,823.0","25,699.0","2.04K","-2.23%"
"08/17/2023","26,661.0","28,730.0","28,778.0","24,863.0","4.96K","-7.20%"
"08/16/2023","28,730.0","29,200.0","29,255.0","28,728.0","1.07K","-1.61%"
"08/15/2023","29,200.0","29,445.0","29,499.0","29,109.0","0.49K","-0.83%"
"08/14/2023","29,445.0","29,314.0","29,689.0","29,103.0","0.79K","0.45%"
"08/13/2023","29,314.0","29,445.0","29,477.0","29,297.0","0.27K","-0.44%"
"08/12/2023","29,445.0","29,434.0","29,495.0","29,393.0","0.20K","0.04%"
"08/11/2023","29,434.0","29,458.0","29,549.0","29,258.0","1.10K","-0.08%"
"08/10/2023","29,458.0","29,597.0","29,745.0","29,384.0","1.44K","-0.47%"
"08/09/2023","29,597.0","29,796.0","30,163.0","29,393.0","1.22K","-0.67%"
"08/08/2023","29,796.0","29,223.0","30,235.0","29,165.0","1.36K","1.96%"
"08/07/2023","29,223.0","29,095.0","29,289.0","28,722.0","1.03K","0.44%"
"08/06/2023","29,095.0","29,075.0","29,198.0","29,007.0","0.39K","0.07%"
"08/05/2023","29,075.0","29,119.0","29,153.0","28,993.0","0.41K","-0.15%"
"08/04/2023","29,119.0","29,206.0","29,335.0","28,863.0","0.59K","-0.30%"
"08/03/2023","29,206.0","29,197.0","29,438.0","28,995.0","0.62K","0.03%"
"08/02/2023","29,197.0","29,746.0","30,056.0","28,975.0","1.18K","-1.85%"
"08/01/2023","29,746.0","29,273.0","29,746.0","28,663.0","1.64K","1.62%"
"07/31/2023","29,273.0","29,315.0","29,560.0","29,164.0","0.45K","-0.14%"
"07/30/2023","29,315.0","29,402.0","29,488.0","29,111.0","0.49K","-0.30%"
"07/29/2023","29,402.0","29,365.0","29,443.0","29,305.0","0.15K","0.13%"
"07/28/2023","29,365.0","29,256.0","29,578.0","29,169.0","0.32K","0.37%"
"07/27/2023","29,256.0","29,390.0","29,601.0","29,123.0","0.61K","-0.46%"
"07/26/2023","29,390.0","29,272.0","29,720.0","29,150.0","0.75K","0.40%"
"07/25/2023","29,272.0","29,224.0","29,404.0","29,101.0","0.37K","0.16%"
"07/24/2023","29,224.0","30,122.0","30,125.0","28,931.0","1.62K","-2.98%"
"07/23/2023","30,122.0","29,811.0","30,370.0","29,777.0","0.50K","1.04%"
"07/22/2023","29,811.0","29,942.0","30,035.0","29,673.0","0.19K","-0.44%"
"07/21/2023","29,942.0","29,839.0","30,091.0","29,770.0","1.12K","0.35%"
"07/20/2023","29,839.0","29,939.0","30,438.0","29,625.0","1.31K","-0.33%"
"07/19/2023","29,939.0","29,888.0","30,220.0","29,829.0","0.50K","0.17%"
"07/18/2023","29,888.0","30,172.0","30,269.0","29,618.0","1.28K","-0.94%"
"07/17/2023","30,172.0","30,260.0","30,353.0","29,701.0","1.33K","-0.29%"
"07/16/2023","30,260.0","30,310.0","30,469.0","30,108.0","0.53K","-0.16%"
"07/15/2023","30,310.0","30,343.0","30,419.0","30,283.0","0.38K","-0.11%"
"07/14/2023","30,343.0","31,500.0","31,657.0","29,969.0","2.41K","-3.67%"
"07/13/2023","31,500.0","30,428.0","31,814.0","30,307.0","2.91K","3.52%"
"07/12/2023","30,428.0","30,654.0","30,998.0","30,260.0","1.07K","-0.74%"
"07/11/2023","30,654.0","30,445.0","30,822.0","30,359.0","0.71K","0.69%"
"07/10/2023","30,445.0","30,188.0","31,044.0","29,988.0","1.28K","0.85%"
"07/09/2023","30,188.0","30,318.0","30,459.0","30,081.0","0.78K","-0.43%"
"07/08/2023","30,318.0","30,370.0","30,406.0","30,086.0","0.46K","-0.17%"
"07/07/2023","30,370.0","29,942.0","30,469.0","29,779.0","1.19K","1.43%"
"07/06/2023","29,942.0","30,532.0","31,530.0","29,901.0","2.31K","-1.93%"
"07/05/2023","30,532.0","30,782.0","30,897.0","30,239.0","1.25K","-0.81%"
"07/04/2023","30,782.0","31,176.0","31,345.0","30,656.0","1.67K","-1.26%"
"07/03/2023","31,176.0","30,663.0","31,416.0","30,607.0","1.36K","1.67%"
"07/02/2023","30,663.0","30,607.0","30,817.0","30,200.0","0.70K","0.18%"
